Pi_Timestamp,Pixhawk_Hardware_Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Q_X,Q_Y,Q_Z,Q_W
1777656472.1827705,1777656472.1753523,1.44157755,-1.010084950000001,-9.5909037,-0.6491318941116333,-0.12211892008781425,0.6455640196800232,0.8366341434441077,-0.5365627346381603,0.09841557819421107,0.04957938876047733
1777656472.2014909,1777656472.1963525,0.9610517000000001,-1.1081514500000014,-9.69877685,-0.46662911772727966,-0.02310041896998876,0.519415020942688,0.8370912361895533,-0.5360267190453271,0.0992096743489475,0.04594626513356035
1777656472.2463367,1777656472.2353523,1.04931155,-1.1767980000000013,-9.7870367,-0.10833028703927994,-0.026650739833712557,0.1680191457271576,0.8417711753475561,-0.5293811413259673,0.0958701299208139,0.04456247021178863
1777656472.2623587,1777656472.2553525,1.89268345,-0.7649187000000013,-9.7478101,-0.05397151783108711,-0.05754785984754563,-0.05544633045792579,0.8459149524526557,-0.5230418848118625,0.09306105763672232,0.04684783347189455
1777656472.2817645,1777656472.2753525,1.50041745,-0.6766588500000011,-9.65955025,-0.08439747244119644,-0.0805761963129044,-0.2900501787662506,0.8506958474947511,-0.5154840929675981,0.0894622865512642,0.0508844203816773
1777656472.3014755,1777656472.2963524,1.22583125,-0.8041453000000012,-9.610517,-0.1760009378194809,-0.09984648972749717,-0.5242438912391663,-0.8566654639636219,0.5058456276404428,-0.08462844191203758,-0.05552036264812926
1777656472.3220036,1777656472.3163524,1.32389775,-0.9708583500000011,-9.5909037,-0.2752920985221863,-0.12550844252109536,-0.7595498561859131,-0.8639172834678921,0.49371171077205833,-0.08002890553788192,-0.05908509330105357
1777656472.3665721,1777656472.3553524,1.4709975,-1.0983448000000013,-9.85568325,-0.29108238220214844,-0.11939670145511642,-1.229506492614746,-0.8812062649658718,0.46229431394525844,-0.07662752954575822,-0.06235148430065261
1777656472.3821976,1777656472.3753524,2.0593965,-0.36284605000000125,-10.2185293,-0.21516835689544678,-0.0884677320718767,-1.4904029369354248,-0.8914635969059185,0.44230358915343904,-0.07555027511930544,-0.06286768918089213
1777656472.4012663,1777656472.3963523,1.77500365,0.06864654999999881,-9.73800345,-0.1326044648885727,-0.052180748432874895,-1.752280592918396,-0.9023769507049848,0.41951249480807457,-0.07352735497538773,-0.0657178332464018
1777656472.4212763,1777656472.4163523,1.34351105,0.27458619999999884,-9.7281968,-0.1354859322309494,-0.02436856180429483,-1.9692542552947998,-0.9123354444048706,0.3971901678072852,-0.0687284735367764,-0.07183595482133204
1777656472.462638,1777656472.4553523,1.24544455,0.48052584999999876,-9.9635564,-0.34760066866874695,-0.12560240924358396,-2.306535005569458,-0.9326391876909939,0.3476924295452969,-0.05072169362819446,-0.08198432664515445
1777656472.4800308,1777656472.4753523,1.9024901,-0.25497290000000117,-9.69877685,-0.392764687538147,-0.28451639413833646,-2.47880220413208,-0.9435456146616008,0.31877582412429467,-0.038853277762714036,-0.08120387807138385
1777656472.5004475,1777656472.4963524,1.32389775,-0.5589790500000011,-9.551677100000001,-0.3631894290447235,-0.4776123166084293,-2.6510608196258545,-0.953969500750584,0.2878858517498669,-0.026621367538228483,-0.07971970139388079
1777656472.5200126,1777656472.5163524,0.8041453000000001,-0.11767980000000115,-9.3947707,-0.29606083035469055,-0.6438544392585758,-2.8125061988830566,-0.9634488573553133,0.25582274083185363,-0.01606612173812248,-0.0778646535105322
1777656472.5603588,1777656472.5553668,0.73549875,0.24516624999999886,-9.414384,-0.14514395594596863,-0.7270887494087223,-3.0983738899230957,-0.9793534037918482,0.18621536649554266,0.00012534750178351986,-0.07868120519066511
1777656472.5810971,1777656472.5753667,1.372931,1.1473780499999988,-9.1986377,-0.27103304862976074,-0.6418700814247136,-3.2460334300994873,-0.9845772433374735,0.14834083473597037,0.007249506717960605,-0.09246671457428951
1777656472.6010585,1777656472.5963666,1.2944778000000001,1.892683449999999,-8.8848249,-0.625159502029419,-0.46185865998268166,-3.375300168991089,-0.9874673159218369,0.10988733393930639,0.011393752369880869,-0.11270872296663015
1777656472.6209595,1777656472.6163666,0.99047165,2.0397831999999987,-8.9436648,-1.0538641214370728,-0.20735119283199352,-3.435192346572876,-0.9886954476686172,0.07329388755768773,0.013063478062072904,-0.13014862022685952
